Filename,STFMB-20200928-0105-0067_20210106_135104_002.dat
Sample Rate,2000
Sample Rate,2000
Sample Rate,2000
0.0011798502604166,
0.00032535807291656,
-0.00028499348958344,
-0.00052913411458344,
0.0010577799479166,
-0.0012615559895834,
-0.0015056966145834,
-0.0010174153645834,
-0.0024822591145834,
-0.0019939778645834,
-0.0010174153645834,
0.0013019205729166,
0.0034991861979166,
0.0015460611979166,
-0.00016292317708344,
-4.0852864583441E-5,
-0.0013836263020834,
0.00020328776041656,
-4.0852864583441E-5,
-0.0016277669270834,
-0.00028499348958344,
0.0014239908854166,
0.0014239908854166,
0.00069156901041656,
-0.0012615559895834,
-0.00077327473958344,
8.1217447916559E-5,
-0.0022381184895834,
-0.0013836263020834,
0.0013019205729166,
0.0026446940104166,
0.00032535807291656,
-0.0023601888020834,
-0.0037029622395834,
-0.0013836263020834,
-0.0022381184895834,
-0.00065120442708344,
-0.00040706380208344,
-0.00077327473958344,
-0.0012615559895834,
-0.00028499348958344,
-0.0033367513020834,
-0.0017498372395834,
0.0017902018229166,
0.0042316080729166,
0.0017902018229166,
-0.0011394856770834,
-0.0015056966145834,
-0.00089534505208344,
8.1217447916559E-5,
0.00044742838541656,
0.0013019205729166,
0.00093570963541656,
0.0010577799479166,
0.0016681315104166,
0.00032535807291656,
-0.00065120442708344,
-4.0852864583441E-5,
0.0010577799479166,
0.0011798502604166,
-0.0026043294270834,
-0.0018719075520834,
0.00032535807291656,
0.00044742838541656,
8.1217447916559E-5,
0.00093570963541656,
-0.00052913411458344,
-0.00052913411458344,
-0.00016292317708344,
-4.0852864583441E-5,
-0.0017498372395834,
-0.0032146809895834,
0.00032535807291656,
0.00020328776041656,
-0.0026043294270834,
-0.0024822591145834,
-0.00089534505208344,
-0.0011394856770834,
-0.0012615559895834,
-0.0022381184895834,
-0.00065120442708344,
0.0027667643229166,
0.0016681315104166,
0.00069156901041656,
0.0013019205729166,
-0.0015056966145834,
-0.0016277669270834,
-0.00065120442708344,
-4.0852864583441E-5,
-0.00077327473958344,
-0.0010174153645834,
0.0032550455729166,
0.0020343424479166,
8.1217447916559E-5,
-0.00040706380208344,
0.0013019205729166,
0.0010577799479166,
-0.00028499348958344,
0.0025226236979166,
0.00032535807291656,
-0.0017498372395834,
-0.00089534505208344,
0.0016681315104166,
0.0021564127604166,
-0.00016292317708344,
-0.0011394856770834,
-0.00028499348958344,
0.00093570963541656,
0.00056949869791656,
-0.00089534505208344,
-0.00028499348958344,
-4.0852864583441E-5,
8.1217447916559E-5,
0.0011798502604166,
0.0011798502604166,
-0.0011394856770834,
-0.0012615559895834,
-0.00028499348958344,
8.1217447916559E-5,
-0.0018719075520834,
-0.0023601888020834,
-0.0011394856770834,
-0.0040691731770834,
-0.00089534505208344,
0.0020343424479166,
0.00069156901041656,
0.00093570963541656,
0.00020328776041656,
-0.0021160481770834,
-0.0012615559895834,
0.00020328776041656,
0.0016681315104166,
0.00032535807291656,
0.0010577799479166,
-0.00028499348958344,
-0.0015056966145834,
0.0011798502604166,
0.0019122721354166,
-0.0019939778645834,
-0.0018719075520834,
0.0013019205729166,
0.0019122721354166,
0.00020328776041656,
-0.00052913411458344,
0.0019122721354166,
0.00020328776041656,
0.0019122721354166,
0.0013019205729166,
-0.00028499348958344,
0.0010577799479166,
0.0016681315104166,
0.00032535807291656,
0.00081363932291656,
-0.00028499348958344,
0.0013019205729166,
0.0025226236979166,
0.00093570963541656,
8.1217447916559E-5,
-4.0852864583441E-5,
-0.00065120442708344,
-0.0019939778645834,
-0.0029705403645834,
-0.00052913411458344,
-0.0011394856770834,
-0.00052913411458344,
-0.00052913411458344,
0.00032535807291656,
8.1217447916559E-5,
-0.00028499348958344,
-0.0013836263020834,
8.1217447916559E-5,
0.0011798502604166,
0.0015460611979166,
0.0014239908854166,
0.0016681315104166,
8.1217447916559E-5,
0.00093570963541656,
0.00093570963541656,
-0.0012615559895834,
-0.0011394856770834,
-0.0016277669270834,
-0.00052913411458344,
-0.0018719075520834,
-0.0027263997395834,
-0.0030926106770834,
0.0010577799479166,
0.0019122721354166,
-0.00052913411458344,
-0.0024822591145834,
-0.0016277669270834,
0.00081363932291656,
-0.00089534505208344,
-4.0852864583441E-5,
-0.00065120442708344,
-0.0018719075520834,
-0.0015056966145834,
-0.0013836263020834,
0.00081363932291656,
0.00093570963541656,
-0.0013836263020834,
-0.00028499348958344,
-0.0010174153645834,
-0.0015056966145834,
-0.00040706380208344,
-0.0033367513020834,
-0.0035808919270834,
0.00056949869791656,
-0.00065120442708344,
-0.0017498372395834,
0.0011798502604166,
0.0024005533854166,
0.0015460611979166,
0.0022784830729166,
0.0022784830729166,
0.00020328776041656,
-0.00028499348958344,
0.00081363932291656,
-0.00077327473958344,
-0.00040706380208344,
0.0013019205729166,
0.0017902018229166,
0.00093570963541656,
-0.0017498372395834,
-0.00028499348958344,
0.00032535807291656,
8.1217447916559E-5,
-0.00016292317708344,
0.00032535807291656,
0.0016681315104166,
0.00093570963541656,
-0.0013836263020834,
-0.0023601888020834,
-0.0032146809895834,
-0.00089534505208344,
0.00044742838541656,
0.00069156901041656,
0.00069156901041656,
-0.0017498372395834,
-0.0021160481770834,
-0.00052913411458344,
-0.00016292317708344,
-0.0022381184895834,
-0.00077327473958344,
0.00069156901041656,
0.00081363932291656,
0.00093570963541656,
0.00020328776041656,
-0.0013836263020834,
-0.00089534505208344,
-4.0852864583441E-5,
0.0021564127604166,
0.0024005533854166,
0.0022784830729166,
0.0011798502604166,
-0.0016277669270834,
-0.0021160481770834,
-0.0021160481770834,
-0.00052913411458344,
0.00044742838541656,
0.00020328776041656,
-0.0029705403645834,
-0.0027263997395834,
0.0024005533854166,
0.0021564127604166,
-0.00016292317708344,
-0.0013836263020834,
8.1217447916559E-5,
0.0010577799479166,
0.00032535807291656,
0.00093570963541656,
8.1217447916559E-5,
0.0011798502604166,
0.00044742838541656,
0.00032535807291656,
0.0028888346354166,
0.0026446940104166,
0.0019122721354166,
0.0011798502604166,
-0.00028499348958344,
-0.00089534505208344,
-0.00077327473958344,
-0.00065120442708344,
-0.00016292317708344,
0.00069156901041656,
-0.00065120442708344,
-0.0021160481770834,
-0.0011394856770834,
0.0011798502604166,
0.00081363932291656,
0.00032535807291656,
-0.00028499348958344,
-0.0017498372395834,
-0.0016277669270834,
-0.00077327473958344,
-0.00016292317708344,
-0.0017498372395834,
-0.0013836263020834,
-0.00077327473958344,
-0.0017498372395834,
0.00032535807291656,
0.0014239908854166,
0.00093570963541656,
-0.0016277669270834,
0.00069156901041656,
0.0014239908854166,
0.0015460611979166,
0.00081363932291656,
0.0020343424479166,
0.00093570963541656,
-0.00040706380208344,
-0.0015056966145834,
-0.0011394856770834,
-0.0019939778645834,
-0.0011394856770834,
-0.00089534505208344,
0.00032535807291656,
0.0011798502604166,
0.00032535807291656,
-0.0010174153645834,
0.0011798502604166,
-0.00052913411458344,
-0.00077327473958344,
-0.0011394856770834,
0.0015460611979166,
0.0010577799479166,
-0.0011394856770834,
-0.00040706380208344,
-0.0011394856770834,
0.00056949869791656,
0.00081363932291656,
8.1217447916559E-5,
0.00032535807291656,
-0.00016292317708344,
-0.00089534505208344,
-0.0038250325520834,
-0.0021160481770834,
-0.0012615559895834,
-0.00016292317708344,
0.0016681315104166,
0.00081363932291656,
-0.0011394856770834,
0.00044742838541656,
-0.0011394856770834,
-0.00052913411458344,
-0.00028499348958344,
-0.0029705403645834,
-0.0012615559895834,
0.00081363932291656,
-0.00016292317708344,
0.0016681315104166,
0.0019122721354166,
0.0017902018229166,
0.0014239908854166,
-0.0013836263020834,
-0.00077327473958344,
0.0014239908854166,
8.1217447916559E-5,
-0.0032146809895834,
-0.00089534505208344,
-0.00065120442708344,
-0.00040706380208344,
-0.00028499348958344,
-0.0015056966145834,
-0.0032146809895834,
-0.0018719075520834,
-0.0011394856770834,
0.00081363932291656,
0.0015460611979166,
-0.00052913411458344,
-0.00089534505208344,
0.0019122721354166,
0.0033771158854166,
0.00093570963541656,
-0.00052913411458344,
0.0014239908854166,
0.0022784830729166,
-0.00016292317708344,
-0.00052913411458344,
0.0013019205729166,
0.0016681315104166,
0.00056949869791656,
-0.0010174153645834,
-0.00065120442708344,
-0.00028499348958344,
-0.0012615559895834,
-0.00016292317708344,
0.00081363932291656,
-4.0852864583441E-5,
0.00093570963541656,
0.0011798502604166,
0.00081363932291656,
0.0015460611979166,
0.00044742838541656,
-0.00077327473958344,
8.1217447916559E-5,
-0.0013836263020834,
-0.0026043294270834,
-0.00077327473958344,
-0.00016292317708344,
-0.0030926106770834,
-0.0016277669270834,
-0.00040706380208344,
-0.00077327473958344,
-0.00028499348958344,
0.0013019205729166,
0.0022784830729166,
-0.00052913411458344,
-0.0030926106770834,
0.00081363932291656,
0.0011798502604166,
-0.0023601888020834,
-0.0023601888020834,
0.00093570963541656,
0.0025226236979166,
0.0021564127604166,
0.0016681315104166,
0.0010577799479166,
0.0013019205729166,
0.0010577799479166,
0.0028888346354166,
0.0014239908854166,
0.00044742838541656,
0.0022784830729166,
-0.00040706380208344,
0.00032535807291656,
0.0014239908854166,
-0.00077327473958344,
-0.00028499348958344,
-0.0012615559895834,
-0.0015056966145834,
0.0010577799479166,
0.00056949869791656,
0.00069156901041656,
-0.0018719075520834,
0.0010577799479166,
0.0022784830729166,
-4.0852864583441E-5,
0.00093570963541656,
0.00069156901041656,
0.00044742838541656,
0.00044742838541656,
-0.00077327473958344,
-0.0015056966145834,
0.00032535807291656,
0.00044742838541656,
0.00056949869791656,
-4.0852864583441E-5,
-0.0027263997395834,
-0.0016277669270834,
-0.00016292317708344,
-4.0852864583441E-5,
-0.0013836263020834,
-0.0010174153645834,
0.0013019205729166,
0.0011798502604166,
-0.00040706380208344,
-0.00040706380208344,
0.0013019205729166,
-4.0852864583441E-5,
0.0017902018229166,
0.0015460611979166,
0.00056949869791656,
0.00056949869791656,
0.00044742838541656,
-0.00077327473958344,
-0.0022381184895834,
-0.00052913411458344,
0.00069156901041656,
-4.0852864583441E-5,
0.0010577799479166,
0.00093570963541656,
-0.00016292317708344,
0.00069156901041656,
0.0021564127604166,
0.0011798502604166,
-0.00077327473958344,
0.0032550455729166,
0.0034991861979166,
-0.00040706380208344,
0.00056949869791656,
0.0036212565104166,
0.0015460611979166,
-0.0011394856770834,
-0.00065120442708344,
-0.00077327473958344,
0.00020328776041656,
0.00093570963541656,
-0.00028499348958344,
-0.00052913411458344,
-0.00089534505208344,
-0.00052913411458344,
-0.0018719075520834,
0.00032535807291656,
0.0015460611979166,
0.0016681315104166,
0.0011798502604166,
0.0016681315104166,
0.00020328776041656,
-0.0011394856770834,
0.0019122721354166,
0.00044742838541656,
-0.00028499348958344,
-0.00052913411458344,
-0.0019939778645834,
-0.00077327473958344,
-0.00052913411458344,
0.00032535807291656,
-0.0010174153645834,
-0.0022381184895834,
-0.00089534505208344,
-0.0018719075520834,
-0.00040706380208344,
0.00032535807291656,
-0.0011394856770834,
-0.0027263997395834,
0.00069156901041656,
0.0017902018229166,
0.0015460611979166,
0.00020328776041656,
-0.00077327473958344,
-0.00052913411458344,
-0.00077327473958344,
0.0016681315104166,
0.0016681315104166,
-4.0852864583441E-5,
-0.00040706380208344,
-0.0027263997395834,
0.0013019205729166,
0.0026446940104166,
0.00032535807291656,
0.00032535807291656,
0.00032535807291656,
0.00032535807291656,
-0.0022381184895834,
-0.00089534505208344,
0.0015460611979166,
0.0016681315104166,
-0.00065120442708344,
-0.0016277669270834,
-0.00028499348958344,
0.0021564127604166,
0.00056949869791656,
-0.00065120442708344,
-0.00089534505208344,
-0.00052913411458344,
0.0011798502604166,
0.0013019205729166,
0.0014239908854166,
0.00044742838541656,
-0.0010174153645834,
-0.0012615559895834,
0.00081363932291656,
-4.0852864583441E-5,
0.0024005533854166,
0.00056949869791656,
0.00032535807291656,
-0.0013836263020834,
-0.0032146809895834,
-0.0024822591145834,
-0.00040706380208344,
-0.0017498372395834,
0.00032535807291656,
-4.0852864583441E-5,
-0.00052913411458344,
0.00081363932291656,
0.0020343424479166,
0.0019122721354166,
0.00069156901041656,
0.00069156901041656,
-0.00065120442708344,
-0.0019939778645834,
-0.0027263997395834,
-0.0013836263020834,
0.00044742838541656,
0.00093570963541656,
0.0021564127604166,
8.1217447916559E-5,
-0.0010174153645834,
0.00032535807291656,
0.0010577799479166,
0.00081363932291656,
0.0010577799479166,
-0.00028499348958344,
0.00032535807291656,
0.00032535807291656,
0.0011798502604166,
0.0011798502604166,
-4.0852864583441E-5,
-0.00052913411458344,
-0.00028499348958344,
-0.0013836263020834,
-0.00077327473958344,
8.1217447916559E-5,
-0.00077327473958344,
-0.0013836263020834,
-4.0852864583441E-5,
-0.0026043294270834,
-0.00077327473958344,
0.0016681315104166,
8.1217447916559E-5,
-0.00028499348958344,
-0.00028499348958344,
-0.00077327473958344,
-0.0026043294270834,
-0.0034588216145834,
-0.00052913411458344,
-0.0021160481770834,
-0.00089534505208344,
-0.00065120442708344,
-0.0018719075520834,
-0.0026043294270834,
-0.00040706380208344,
-0.00052913411458344,
-0.0018719075520834,
0.00032535807291656,
0.0025226236979166,
0.00081363932291656,
0.00081363932291656,
0.0015460611979166,
0.00056949869791656,
0.00093570963541656,
0.00020328776041656,
0.00081363932291656,
-4.0852864583441E-5,
-0.0041912434895834,
-0.0033367513020834,
-0.00052913411458344,
0.00020328776041656,
0.0015460611979166,
0.00093570963541656,
0.0025226236979166,
0.0025226236979166,
-0.00052913411458344,
-0.0011394856770834,
-0.0022381184895834,
-0.0019939778645834,
-0.00040706380208344,
-0.0013836263020834,
-0.0011394856770834,
0.0019122721354166,
0.0014239908854166,
-0.0016277669270834,
-0.0023601888020834,
-0.0016277669270834,
-0.0021160481770834,
0.00069156901041656,
0.0014239908854166,
0.00069156901041656,
-0.0017498372395834,
-0.00028499348958344,
-0.00077327473958344,
-0.0012615559895834,
0.00093570963541656,
-0.00052913411458344,
-0.0027263997395834,
-0.0028484700520834,
-0.0022381184895834,
-0.0021160481770834,
-4.0852864583441E-5,
-0.0015056966145834,
-0.00077327473958344,
-0.0023601888020834,
0.0015460611979166,
0.0020343424479166,
-0.0015056966145834,
0.0011798502604166,
0.0024005533854166,
0.00069156901041656,
-0.00065120442708344,
-0.0028484700520834,
-0.0016277669270834,
-4.0852864583441E-5,
0.0014239908854166,
8.1217447916559E-5,
0.0017902018229166,
0.0022784830729166,
0.00044742838541656,
-0.0012615559895834,
-0.00016292317708344,
0.0017902018229166,
0.0016681315104166,
0.0010577799479166,
-0.00052913411458344,
-0.00052913411458344,
0.00069156901041656,
-0.00065120442708344,
0.00056949869791656,
-0.00065120442708344,
0.00020328776041656,
-0.0026043294270834,
-0.0018719075520834,
0.00081363932291656,
0.0015460611979166,
-0.00016292317708344,
-0.0015056966145834,
-0.00016292317708344,
0.0013019205729166,
0.0026446940104166,
0.0013019205729166,
-0.00077327473958344,
-0.0022381184895834,
-0.0012615559895834,
-0.00077327473958344,
-0.00016292317708344,
8.1217447916559E-5,
0.0014239908854166,
-0.00077327473958344,
-0.0012615559895834,
-0.00040706380208344,
-4.0852864583441E-5,
0.00093570963541656,
-0.00065120442708344,
-0.0012615559895834,
0.0024005533854166,
-0.00016292317708344,
-0.0016277669270834,
-0.0019939778645834,
-0.00065120442708344,
0.00032535807291656,
-4.0852864583441E-5,
-0.0017498372395834,
-0.0013836263020834,
0.00020328776041656,
0.0015460611979166,
0.00020328776041656,
-0.00065120442708344,
-0.0010174153645834,
0.0014239908854166,
-0.00028499348958344,
-0.0026043294270834,
-0.0019939778645834,
-4.0852864583441E-5,
0.0017902018229166,
0.00093570963541656,
0.00020328776041656,
-4.0852864583441E-5,
-4.0852864583441E-5,
-0.00065120442708344,
-0.00065120442708344,
-0.0019939778645834,
-0.00028499348958344,
0.00081363932291656,
-0.0018719075520834,
-0.0011394856770834,
0.00081363932291656,
-0.0012615559895834,
-0.00065120442708344,
-0.00052913411458344,
-0.00052913411458344,
0.00069156901041656,
-4.0852864583441E-5,
0.0011798502604166,
0.0011798502604166,
8.1217447916559E-5,
-0.0010174153645834,
-0.0019939778645834,
-0.0013836263020834,
-0.00077327473958344,
-0.00040706380208344,
-0.0012615559895834,
-0.0023601888020834,
-0.00028499348958344,
0.0014239908854166,
-0.00089534505208344,
-0.0024822591145834,
0.00044742838541656,
0.00093570963541656,
0.00056949869791656,
-0.0010174153645834,
-0.0019939778645834,
-0.0026043294270834,
-0.00089534505208344,
-0.00040706380208344,
0.00056949869791656,
0.0020343424479166,
0.0010577799479166,
-0.00028499348958344,
-0.00052913411458344,
-4.0852864583441E-5,
0.0019122721354166,
0.0034991861979166,
0.0013019205729166,
8.1217447916559E-5,
0.00081363932291656,
0.00069156901041656,
-0.00040706380208344,
-0.0010174153645834,
-0.0015056966145834,
-0.00040706380208344,
-0.0010174153645834,
-0.0018719075520834,
-0.00040706380208344,
0.0010577799479166,
0.0021564127604166,
0.0024005533854166,
0.0011798502604166,
0.00093570963541656,
0.00093570963541656,
-4.0852864583441E-5,
-0.00016292317708344,
0.0013019205729166,
-0.00052913411458344,
-0.0018719075520834,
0.00020328776041656,
0.0026446940104166,
0.0011798502604166,
-4.0852864583441E-5,
-0.0010174153645834,
0.00020328776041656,
0.00093570963541656,
-0.00089534505208344,
-0.0013836263020834,
-0.0010174153645834,
-0.00052913411458344,
-0.0013836263020834,
-0.00040706380208344,
-0.0010174153645834,
-0.0018719075520834,
-4.0852864583441E-5,
0.00056949869791656,
-0.00065120442708344,
-0.0011394856770834,
-0.0029705403645834,
-0.0019939778645834,
-0.00040706380208344,
0.0025226236979166,
0.0016681315104166,
0.0015460611979166,
-4.0852864583441E-5,
-0.0023601888020834,
-0.00016292317708344,
0.0014239908854166,
8.1217447916559E-5,
0.00069156901041656,
0.0019122721354166,
0.0014239908854166,
-0.0012615559895834,
-0.00077327473958344,
0.0015460611979166,
0.0010577799479166,
0.0021564127604166,
0.00093570963541656,
0.0011798502604166,
0.0027667643229166,
0.00093570963541656,
0.00032535807291656,
0.0010577799479166,
0.0034991861979166,
-0.00016292317708344,
-0.0011394856770834,
0.0014239908854166,
0.00020328776041656,
0.00044742838541656,
0.0020343424479166,
-0.0011394856770834,
-0.00065120442708344,
0.00081363932291656,
-0.0010174153645834,
-0.0023601888020834,
0.00069156901041656,
-0.00052913411458344,
-0.0016277669270834,
-0.0022381184895834,
-0.0016277669270834,
-0.0019939778645834,
-0.0017498372395834,
-0.00065120442708344,
-4.0852864583441E-5,
-0.0013836263020834,
8.1217447916559E-5,
0.0014239908854166,
0.00044742838541656,
-0.0012615559895834,
-0.00040706380208344,
0.00044742838541656,
-0.00089534505208344,
-0.0019939778645834,
-0.00052913411458344,
0.00032535807291656,
-0.0016277669270834,
-0.0011394856770834,
-0.00040706380208344,
0.0010577799479166,
0.0019122721354166,
-0.0011394856770834,
-0.0026043294270834,
-0.00040706380208344,
8.1217447916559E-5,
0.0013019205729166,
0.00032535807291656,
-0.00028499348958344,
-0.00016292317708344,
0.00056949869791656,
0.00056949869791656,
-0.00089534505208344,
-0.0018719075520834,
-0.0019939778645834,
-0.0023601888020834,
-0.0010174153645834,
0.00069156901041656,
-0.0016277669270834,
-0.0027263997395834,
-0.0019939778645834,
-0.00016292317708344,
-0.0016277669270834,
-0.00016292317708344,
0.0019122721354166,
0.00056949869791656,
8.1217447916559E-5,
0.0016681315104166,
-0.00077327473958344,
-0.00052913411458344,
8.1217447916559E-5,
-0.0024822591145834,
-0.0023601888020834,
-0.00040706380208344,
0.00081363932291656,
-0.0013836263020834,
-0.00077327473958344,
-0.0016277669270834,
-0.00016292317708344,
-0.0010174153645834,
-0.00040706380208344,
0.00020328776041656,
0.00069156901041656,
-0.00052913411458344,
8.1217447916559E-5,
-0.00028499348958344,
-0.00089534505208344,
-4.0852864583441E-5,
-0.0019939778645834,
-0.0010174153645834,
-0.0015056966145834,
-0.0032146809895834,
-0.0018719075520834,
0.00056949869791656,
0.0017902018229166,
0.00093570963541656,
-0.0019939778645834,
0.00020328776041656,
-4.0852864583441E-5,
0.00032535807291656,
0.00032535807291656,
-0.00077327473958344,
0.00032535807291656,
0.0034991861979166,
0.0037433268229166,
0.0021564127604166,
0.00056949869791656,
0.0015460611979166,
8.1217447916559E-5,
-0.00028499348958344,
0.0016681315104166,
0.00081363932291656,
-0.0023601888020834,
-0.0022381184895834,
0.0011798502604166,
0.0011798502604166,
0.0024005533854166,
0.0027667643229166,
0.0011798502604166,
0.0013019205729166,
0.00081363932291656,
-0.0023601888020834,
-0.0019939778645834,
-0.00065120442708344,
-0.00065120442708344,
0.00093570963541656,
0.0014239908854166,
-0.00077327473958344,
-0.0011394856770834,
-0.00016292317708344,
0.0015460611979166,
0.0015460611979166,
0.00093570963541656,
0.0011798502604166,
-0.00077327473958344,
-0.00028499348958344,
-0.00028499348958344,
0.00044742838541656,
0.0017902018229166,
-0.00065120442708344,
-0.0022381184895834,
-0.00052913411458344,
0.00093570963541656,
0.00032535807291656,
0.0011798502604166,
0.00093570963541656,
-0.0011394856770834,
-0.0019939778645834,
0.00044742838541656,
0.00020328776041656,
-4.0852864583441E-5,
-0.00089534505208344,
0.00020328776041656,
0.0028888346354166,
0.0013019205729166,
-0.0010174153645834,
-0.0015056966145834,
-0.00016292317708344,
0.0014239908854166,
0.00081363932291656,
-0.00016292317708344,
-0.0015056966145834,
0.00081363932291656,
0.0016681315104166,
-0.0011394856770834,
-0.00040706380208344,
-0.00052913411458344,
0.0019122721354166,
0.0010577799479166,
0.00081363932291656,
-0.00089534505208344,
-0.0016277669270834,
-0.00016292317708344,
8.1217447916559E-5,
-0.0013836263020834,
-0.00040706380208344,
-0.00028499348958344,
-0.00077327473958344,
0.00044742838541656,
-0.00089534505208344,
-0.0019939778645834,
-0.0012615559895834,
0.0010577799479166,
0.0016681315104166,
0.0014239908854166,
0.0016681315104166,
0.00069156901041656,
-0.0017498372395834,
-0.00065120442708344,
0.0019122721354166,
0.0026446940104166,
